step byteswritten deletes hits images imagesizes inserts merges pkgs realsize reqsize size upkgs usize
1256 47999500054946 171 175 29 68675490787 200 882 25387 67479361462 18997047118 1329137469932 5833 385024930704
1257 48075485666616 171 175 29 71752970825 200 883 25696 75985611670 30409050180 1337643720140 5869 386565815334
1258 48101129280605 171 175 29 71752970825 200 884 25989 25643613989 23184563134 1357315759558 5881 388881564811
1259 48101129280605 171 176 29 71752970825 200 884 25989 87066414683 24489513255 1357315759558 5881 388881564811
1260 48138353382748 171 176 29 71752970825 200 885 26234 37224102143 24879216518 1368896247712 5903 391138541101
1261 48220358736476 171 176 29 71752970825 200 886 26379 82005353728 30663598163 1377204769799 5938 394103070826
1262 48220358736476 171 177 29 71752970825 200 886 26379 75594326906 24183720697 1377204769799 5938 394103070826
1263 48220358736476 171 178 29 71752970825 200 886 26379 79006319634 32181257893 1377204769799 5938 394103070826
1264 48274178404174 171 178 29 71752970825 200 887 26582 53819667698 34628661476 1393800335354 5957 399405442021
1265 48358280345663 171 178 29 71752970825 200 888 26786 84101941489 39413419677 1403647112934 5994 401284031596
1266 48383329707213 172 178 28 72340614723 200 889 26995 25049361550 20930595202 1413353695357 6004 401761422759
1267 48468338596712 173 178 27 71752970825 200 890 25714 85008889499 34369348870 1349448714565 5922 396994331466
1268 48532842032738 173 178 27 71752970825 200 891 25787 64503436026 21742954742 1353487403129 5933 397503409105
1269 48532842032738 173 179 27 71752970825 200 891 25787 71752970825 27081570621 1353487403129 5933 397503409105
1270 48596739428605 173 179 27 71752970825 200 892 25958 63897395867 31738198161 1363565131298 5962 398815953935
1271 48674827861649 173 179 27 73540591606 200 893 26096 78088433044 31012918347 1372978073555 5990 401721588887
1272 48674827861649 173 180 27 73540591606 200 893 26096 1495159575 1495159575 1372978073555 5990 401721588887
1273 48710648705798 173 180 27 73540591606 200 894 26370 35820844149 23974137999 1383749556154 6009 403418623925
1274 48722059856320 173 180 28 72646781215 201 894 26600 11411150522 11411150522 1395160706676 6016 404612288007
1275 48730676416070 173 180 29 71752970825 202 894 26831 8616559750 8616559750 1403777266426 6017 404613136912
1276 48775213317402 175 180 27 71752970825 202 895 25337 44536901332 20176177404 1326983975671 5901 396431689821
1277 48779383689782 175 180 28 68128203425 203 895 25410 4170372380 4170372380 1331154348051 5905 396559658172
1278 48789596439083 175 180 29 64503436026 204 895 25623 10212749301 10212749301 1341367097352 5905 396559658172
1279 48862631368595 175 180 29 71752970825 204 896 25817 73034929512 31017833247 1350504630997 5934 399487345048
1280 48919927717076 175 180 29 71752970825 204 897 25992 57296348481 27797345892 1363264078146 5953 402444656656
1281 49002420613959 175 180 29 71752970825 204 898 26075 82492896883 26550139734 1369705447898 5972 403021422711
1282 49067367738510 175 180 29 71752970825 204 899 26311 64947124551 24045014808 1377356223968 6000 405409291991
1283 49100277998943 175 180 29 71752970825 204 900 26581 32910260433 29201501237 1400053735100 6014 406246677731
1284 49136271169449 176 180 28 72393950168 204 901 26537 35993170506 11298897265 1399844365461 6013 406146427906
1285 49192073059289 176 180 28 72393950168 204 902 26859 55801889840 38327701477 1419653084795 6043 409273467476
1286 49196569985259 180 180 25 73034929512 205 902 25052 4496925970 4496925970 1339148130516 5926 400849744153
1287 49262142845977 180 180 25 73034929512 205 903 25353 65572860718 32028642968 1348919101394 5954 402650085929
1288 49273709380523 180 180 26 72393950168 206 903 25692 11566534546 11566534546 1360485635940 5963 404058742490
1289 49345487222898 180 180 26 72406385943 206 904 25894 71777842375 26749671582 1366690617597 5986 406948428473
1290 49427037594016 180 180 26 72406385943 206 905 26103 81550371118 32049051380 1373505941049 6013 408436697321
1291 49502734032799 180 180 26 72659216990 206 906 26178 75696438783 18113410583 1376167450320 6019 408599367115
1292 49574946417941 180 180 26 72876488374 206 907 26294 72212385142 23787530157 1383432710911 6034 409036535464
1293 49577923760722 180 180 27 72212385142 207 907 26344 2977342781 2977342781 1386410053692 6036 409124799723
1294 49577923760722 180 181 27 72212385142 207 907 26344 75822349587 28155550942 1386410053692 6036 409124799723
1295 49577923760722 180 182 27 72212385142 207 907 26344 75594326906 30830929266 1386410053692 6036 409124799723
1296 49577923760722 180 183 27 72212385142 207 907 26344 84101941489 37304338597 1386410053692 6036 409124799723
1297 49593191843401 180 183 27 72212385142 207 908 26523 15268082679 13049224274 1397181210401 6043 409466516221
1298 49681890737049 180 183 27 72212385142 207 909 26606 88698893648 26941780977 1403387207166 6064 410738928459
1299 49692078248249 183 183 24 72876488374 207 910 24734 10187511200 8698634353 1312748938104 5849 398763012093
1300 49692078248249 183 184 24 72876488374 207 910 24734 8616559750 8616559750 1312748938104 5849 398763012093
1301 49767482556542 183 184 24 74472449949 207 911 24895 75404308293 33360337993 1323649810371 5879 403887165890
1302 49789742824214 183 184 24 74472449949 207 912 25053 22260267672 17476826740 1334498927521 5879 403887165890
1303 49789743685406 183 184 25 73540591606 208 912 25054 861192 861192 1334499788713 5880 403888027082
1304 49789743685406 183 185 25 73540591606 208 912 25054 78088433044 22130812393 1334499788713 5880 403888027082
1305 49875808203677 183 185 25 73540591606 208 913 25358 86064518271 32324533679 1344741957397 5934 406095765185
1306 49969990852599 183 185 25 73540591606 208 914 25540 94182648922 41782963210 1356919252591 5976 410559377850
1307 50053021295055 183 185 25 75404308293 208 915 25695 83030442456 30121370432 1367737309905 6011 412699543286
1308 50146575915147 183 185 25 75404308293 208 916 25826 93554620092 28969926681 1376283040498 6036 416096839942
1309 50167505004198 183 185 25 75404308293 208 917 25978 20929089051 16832216941 1387024618349 6036 416096839942
1310 50176604222642 183 185 26 74472449949 209 917 26115 9099218444 9099218444 1396123836793 6039 416297723995
1311 50197995299944 183 185 26 74472449949 209 918 26273 21391077302 17926944445 1408415695651 6039 416297723995
1312 50197995299944 185 186 24 75499317599 209 918 24860 94182648922 34153162024 1331268494686 5923 407960744346
1313 50197995299944 185 187 24 75499317599 209 918 24860 79006319634 24129725104 1331268494686 5923 407960744346
1314 50200771913835 185 187 25 75404308293 210 918 24946 2776613891 2776613891 1334045108577 5923 407960744346
1315 50200771913835 185 188 25 75404308293 210 918 24946 75696438783 31738198161 1334045108577 5923 407960744346
1316 50236401684782 185 188 25 75404308293 210 919 25237 35629770947 25565410255 1348745790473 5947 410305919223
1317 50240008294141 185 188 26 73591075334 211 919 25322 3606609359 3606609359 1352352399832 5949 410324040013
1318 50286389437300 185 188 26 73591075334 211 920 25622 46381143159 28844554161 1363103772044 5966 411482802996
1319 50311442388276 185 188 26 73591075334 211 921 25847 25052950976 19490990350 1376590188474 5989 412530211299
1320 50341845570669 185 188 26 73591075334 211 922 26091 30403182393 18248028051 1384733103195 6004 413301660004
1321 50379883196095 185 188 26 73591075334 211 923 26271 38037625426 24840016303 1397717777645 6018 415977801738
1322 50462382946124 185 188 26 75499317599 211 924 26591 82499750029 41572188123 1408439685299 6070 418651123322
1323 50541700986723 186 188 25 75594326906 211 925 25159 79318040599 36294851921 1328938340390 5906 401102370065
1324 50591125822953 186 188 25 75594326906 211 926 25553 49424836230 35878243666 1347959994227 5951 404987935872
1325 50618123909933 186 188 25 75594326906 211 927 25647 26998086980 9668585120 1353567003905 5960 405383240193
1326 50700598865321 186 188 25 75594326906 211 928 25848 82474955388 27667576467 1360345520510 5982 408169669446
1327 50705863795453 186 188 26 75499317599 212 928 25931 5264930132 5264930132 1365610450642 5982 408169669446
1328 50761963940231 186 188 26 75499317599 212 929 26209 56100144778 28269065099 1375329452261 6004 412104124584
1329 50836317242008 186 188 26 75499317599 212 930 26390 74353301777 43396739010 1393582609260 6025 415614038171
1330 50930434279129 186 188 26 76746370668 212 931 26611 94117037121 41449807209 1412105319475 6052 416786210632
1331 50933411621910 189 188 24 76746370668 213 931 24945 2977342781 2977342781 1327866759183 5870 407405854787
1332 50975469740500 189 188 24 76746370668 213 932 25194 42058118590 25921169957 1342926790793 5890 411581099210
1333 50989560728225 189 188 25 75404308293 214 932 25484 14090987725 14090987725 1357017778518 5896 412135880738
1334 51052287898325 189 188 25 75404308293 214 933 25695 62727170100 34678688899 1370320112388 5932 413382599980
1335 51096487465661 189 188 25 75404308293 214 934 25859 44199567336 12992575482 1372461561134 5932 413382599980
1336 51096487465661 189 189 25 75404308293 214 934 25859 75404308293 27334245013 1372461561134 5932 413382599980
1337 51149141178724 189 189 25 75404308293 214 935 26035 52653713063 32275664891 1387077648771 5949 414496290455
1338 51216127057496 189 189 25 75404308293 214 936 26304 66985878772 37646732189 1401409814480 5974 415865840956
1339 51243171381233 190 189 24 74878805035 214 937 24848 27044323737 24144699808 1330261209003 5845 409544361141
1340 51316734503894 190 189 24 74878805035 214 938 25021 73563122661 34941465762 1341097161564 5866 411787689951
1341 51393555038380 190 189 24 76112421389 214 939 25283 76820534486 32193151861 1350931817278 5901 413099670086
1342 51431380270644 190 189 24 76112421389 214 940 25490 37825232264 26908615549 1361712725805 5920 413696865625
1343 51482951645162 190 189 24 76112421389 214 941 25736 51571374518 34372888492 1375458868059 5939 417861244801
1344 51495234147224 190 189 25 75404308293 215 941 25961 12282502062 12282502062 1387741370121 5947 419003519805
1345 51523871149856 190 189 25 75404308293 215 942 26157 28637002632 21823201602 1401110290074 5958 419659761135
1346 51531885994104 191 189 24 74878805035 215 943 24648 8014844248 7059657245 1317448897893 5803 407260558856
1347 51532636858159 191 189 25 74353301777 216 943 24662 750864055 750864055 1318199761948 5804 407261493840
1348 51575392337679 191 189 25 74353301777 216 944 24914 42755479520 26647224012 1332318238836 5816 408001176902
1349 51627118102224 191 189 25 74353301777 216 945 25125 51725764545 21586611600 1341288523861 5831 409010715484
1350 51630302644426 191 189 26 73958212219 217 945 25233 3184542202 3184542202 1344473066063 5832 409036626912
1351 51695975651944 191 189 26 73958212219 217 946 25553 65673007518 37226525877 1358420309036 5911 412972326098
1352 51721446747431 191 189 26 73958212219 217 947 25771 25471095487 20932298921 1371608902461 5919 414937038127
1353 51791743484126 191 189 26 73958212219 217 948 25816 70296736695 20457616486 1376232631638 5926 415427387127
1354 51848948964927 191 189 26 73958212219 217 949 26078 57205480801 30168127972 1389238545103 5949 418111188522
1355 51909272598314 191 189 26 73958212219 217 950 26148 60323633387 19190978272 1392356697689 5961 418666685862
1356 51921580876905 191 189 27 73563122661 218 950 26314 12308278591 12308278591 1404664976280 5968 418883766678
1357 51962049088626 192 189 26 73958212219 218 951 26288 40468211721 26157438655 1411045532764 5975 419193940816
1358 52017613643678 194 189 24 73958212219 218 952 25137 55564555052 29722075277 1348052581859 5875 409983391988
1359 52033082935685 194 189 24 73958212219 218 953 25227 15469292007 7178965908 1351213595275 5884 410626939284
1360 52033082935685 194 190 24 73958212219 218 953 25227 74353301777 28269065099 1351213595275 5884 410626939284
1361 52100344328565 194 190 24 73958212219 218 954 25338 67261392880 28603997154 1358151354768 5905 413284561354
1362 52100344328565 194 191 24 73958212219 218 954 25338 86064518271 28155550942 1358151354768 5905 413284561354
1363 52106200609894 194 191 24 73958212219 218 955 25400 5856281329 3805579865 1358742705965 5905 413284561354
1364 52170403067089 194 191 24 73958212219 218 956 25546 64202457195 23478391682 1367380608108 5925 414489754136
1365 52190653836834 194 191 24 73958212219 218 957 25667 20250769745 11411150522 1372162085846 5925 414489754136
1366 52248415530596 194 191 24 73958212219 218 958 25781 57761693762 28487048298 1378352405090 5948 415767838406
1367 52256168630303 194 191 24 73958212219 218 959 25809 7753099707 6843211868 1380249223468 5948 415767838406
1368 52335731556788 194 191 24 74878805035 218 960 26042 79562926485 35316839857 1395609692758 5972 417312561356
1369 52378795864789 194 191 24 74878805035 218 961 26416 43064308001 37388937306 1418423231014 6006 419193557714
1370 52379758052152 195 191 24 73958212219 219 961 24970 962187363 962187363 1336354975921 5854 405181651828
1371 52427809549383 195 191 24 73958212219 219 962 25155 48051497231 20503723634 1341342165151 5862 405551789144
1372 52430203985592 195 191 25 73563122661 220 962 25206 2394436209 2394436209 1343736601360 5863 405551810358
1373 52450085545444 195 191 25 73563122661 220 963 25367 19881559852 16306100861 1355865061505 5868 405920120028
1374 52525674943949 195 191 25 74353301777 220 964 25441 75589398505 22491770755 1361157723315 5878 406558208688
1375 52580552022552 195 191 25 74353301777 220 965 25626 54877078603 25601885910 1367983304687 5906 408124675893
1376 52618581828527 195 191 25 74353301777 220 966 25994 38029805975 31012918347 1386131550810 5942 409562425866
1377 52683151263434 195 191 25 74353301777 220 967 26107 64569434907 25164517648 1392939291955 5952 410178116440
1378 52700529969292 195 191 26 73958212219 221 967 26493 17378705858 17378705858 1410317997813 5959 410400863315
1379 52787337553683 196 191 25 73563122661 221 968 25088 86807584391 28487551483 1324008035627 5846 387246195130
1380 52816277525218 196 191 25 73563122661 221 969 25279 28939971535 22553400511 1335569301304 5858 387696924516
1381 52863432568760 196 191 25 73563122661 221 970 25491 47155043542 21292660569 1344694538871 5877 388388712129
1382 52917201377084 196 191 25 73563122661 221 971 25669 53768808324 28236570638 1351308303653 5898 389654562345
1383 52927414126385 196 191 26 70412257770 222 971 25882 10212749301 10212749301 1361521052954 5898 389654562345
1384 52992630741351 196 191 26 70412257770 222 972 26129 65216614966 36223431850 1372968859596 5930 391477742736
1385 53006232544614 196 191 27 67261392880 223 972 26423 13601803263 13601803263 1386570662859 5938 391658736087
1386 53006232544614 196 192 27 67261392880 223 972 26423 82474955388 34628661476 1386570662859 5938 391658736087
1387 53014062193701 196 192 27 67261392880 223 973 26483 7829649087 6789902107 1391215769744 5941 391828071838
1388 53090947185235 196 192 27 73563122661 223 974 26660 76884991534 30922484926 1400839368398 5968 392400353761
1389 53177274111801 197 192 26 69389868813 223 975 25368 86326926566 36384760163 1318630344265 5850 376584511911
1390 53186579244059 197 192 26 69389868813 223 976 25482 9305132258 2132304905 1320105827436 5853 376616316785
1391 53276935288996 197 192 26 69389868813 223 977 25634 90356044937 31541421329 1327962122344 5892 379744547112
1392 53292514398881 197 192 26 69389868813 223 978 25717 15579109885 10688948274 1333328482928 5897 379871863533
1393 53364127574317 197 192 26 72588149048 223 979 25955 71613175436 29261283131 1339725043398 5923 380929357572
1394 53392628518413 197 192 26 72588149048 223 980 26131 28500944096 20176177404 1352646877609 5934 384575414754
1395 53430592331536 197 192 26 72588149048 223 981 26340 37963813123 23297737209 1361670719197 5946 385085222847
1396 53476155635398 197 192 26 72588149048 223 982 26499 45563303862 21523167508 1369270209936 5960 387721556400
1397 53534621630594 197 192 26 72588149048 223 983 26828 58465995196 34164359164 1382172901270 5999 389681128704
1398 53601803280590 197 192 26 72588149048 223 984 27077 67181649996 33176254016 1394477472663 6037 392289836792
1399 53601803280590 197 193 26 72588149048 223 984 27077 90356044937 26749671582 1394477472663 6037 392289836792
1400 53609126586726 197 193 27 71613175436 224 984 27311 7323306136 7323306136 1401800778799 6040 392344544430
1401 53672168429226 198 193 26 69397412716 224 985 25880 63041842500 18815760901 1327370306469 5861 373226974992
1402 53672168429226 198 194 26 69397412716 224 985 25880 82474955388 23184563134 1327370306469 5861 373226974992
1403 53679375501449 198 194 27 67181649996 225 985 26089 7207072223 7207072223 1334577378692 5861 373226974992
1404 53705887586162 198 194 27 67181649996 225 986 26303 26512084713 19455603700 1347487660142 5876 375966938611
1405 53741730334447 198 194 27 67181649996 225 987 26438 35842748285 20932298921 1356818323714 5876 375966938611
1406 53797751330334 198 194 27 67181649996 225 988 26694 56020995887 38078824584 1376996571316 5905 379172453509
1407 53859838644156 198 194 27 67181649996 225 989 26817 62087313822 24464650199 1383062889251 5921 380231039181
1408 53865582993830 198 194 28 65875542451 226 989 27024 5744349674 5744349674 1388807238925 5928 380657351319
1409 53896490413778 198 194 28 65875542451 226 990 27061 30907419948 10494042834 1391213714777 5932 380769505554
1410 53932059558677 198 194 28 65875542451 226 991 27142 35569144899 16320010959 1395875439728 5938 381438180669
1411 53932059558677 198 195 28 65875542451 226 991 27142 67181649996 25601885910 1395875439728 5938 381438180669
1412 53976767249624 198 195 28 65875542451 226 992 27267 44707690947 21177276403 1405013985776 5948 381734946476
1413 54064667396889 200 195 26 69397412716 226 993 27300 87900147265 36513216396 1410941511286 5975 385279852387
1414 54114432229050 201 195 25 67181649996 226 994 25584 49764832161 21318830852 1336680611901 5798 375427795768
1415 54117151463702 201 195 26 65875542451 227 994 25662 2719234652 2719234652 1339399846553 5798 375427795768
1416 54117151463702 201 196 26 65875542451 227 994 25662 9305132258 3184542202 1339399846553 5798 375427795768
1417 54125412020361 201 196 27 64569434907 228 994 25781 8260556659 8260556659 1347660403212 5800 375451330339
1418 54192404578832 201 196 27 66992558471 228 995 25897 66992558471 28344859188 1352565647861 5828 376185807124
1419 54255641930810 201 196 27 66992558471 228 996 26090 63237351978 33480932290 1366038167678 5848 382182768729
1420 54326227986725 201 196 27 67181649996 228 997 26218 70586055915 23814631620 1373386871615 5865 385017315636
1421 54409036947397 201 196 27 67181649996 228 998 26351 82808960672 24045014808 1379310840753 5891 387376038279
1422 54484233687556 201 196 27 67181649996 228 999 26540 75196740159 28270576826 1383921524997 5910 387595070796
1423 54484233687556 201 197 27 67181649996 228 999 26540 86326926566 28269065099 1383921524997 5910 387595070796
1424 54487756085766 201 197 28 67087104233 229 999 26634 3522398210 3522398210 1387443923207 5915 387943887616
1425 54487756085766 201 198 28 67087104233 229 999 26634 73563122661 18248028051 1387443923207 5915 387943887616
1426 54502391484834 201 198 28 67087104233 229 1000 26755 14635399068 10494042834 1394064478027 5915 387943887616
1427 54583405714602 201 198 28 67087104233 229 1001 26870 81014229768 32465314186 1401515585134 5946 391529614810
1428 54583405714602 202 199 27 66992558471 229 1001 25161 82474955388 34628661476 1307398548013 5794 369428471362
1429 54668370439858 202 199 27 66992558471 229 1002 25281 84964725256 34692409263 1317166533110 5829 372632799414
1430 54686580513957 202 199 28 65780996689 230 1002 25590 18210074099 18210074099 1335376607209 5847 373648263882
1431 54708860534470 202 199 28 65780996689 230 1003 25726 22280020513 15268282559 1343021228654 5853 373943410338
1432 54799218304415 202 199 28 65780996689 230 1004 25886 90357769945 34377362482 1350570037927 5899 375618793380
1433 54799218304415 202 200 28 65780996689 230 1004 25886 81014229768 35878243666 1350570037927 5899 375618793380
1434 54896011293194 202 200 28 65780996689 230 1005 26010 96792988779 31417748885 1360555442315 5920 376922902184
1435 54938403164249 202 200 28 65780996689 230 1006 26320 42391871055 30031090688 1380667292857 5943 387917954332
1436 55014284216932 202 200 28 65780996689 230 1007 26461 75881052683 28600708735 1389366695544 5964 391519952409
1437 55026194776164 202 200 28 65780996689 230 1008 26509 11910559232 5308616525 1393016698117 5967 391577458298
1438 55084196539613 202 200 28 65780996689 230 1009 26745 58001763449 35538500509 1408626590511 6001 393731095676
1439 55099940072354 203 200 27 64569434907 230 1010 25503 15743532741 8057986168 1337055255727 5890 377513916605
1440 55102618822189 203 200 28 63805638703 231 1010 25577 2678749835 2678749835 1339734005562 5893 377759074796
1441 55168824170413 203 200 28 65387391565 231 1011 25786 66205348224 28551416120 1347937590337 5915 378581322327
1442 55194904449079 203 200 28 65387391565 231 1012 25991 26080278666 16448600021 1355807794904 5927 378978193347
1443 55207429533147 203 200 29 64569434907 232 1012 26294 12525084068 12525084068 1368332878972 5936 379341687031
1444 55283291501871 203 200 29 64569434907 232 1013 26529 75861968724 31844361942 1377202289225 5968 381285368364
1445 55286049809511 203 200 30 63805638703 233 1013 26583 2758307640 2758307640 1379960596865 5968 381285368364
1446 55381469622575 203 200 30 63805638703 233 1014 26737 95419813064 30901497045 1387480262664 5990 382818503154
1447 55381469622575 203 201 30 63805638703 233 1014 26737 64569434907 28487048298 1387480262664 5990 382818503154
1448 55478481783987 203 201 30 63805638703 233 1015 26945 97012161412 41782963210 1399527698820 6024 389348591269
1449 55478481783987 203 202 30 63805638703 233 1015 26945 15743532741 5308616525 1399527698820 6024 389348591269
1450 55554159053537 203 202 30 63805638703 233 1016 27129 75677269550 30687263945 1408999620146 6051 391850490269
1451 55592103013750 204 202 29 63041842500 233 1017 25892 37943960213 24840016303 1344042767207 5954 385004079544
1452 55592125588169 204 202 30 50492901356 234 1017 25893 22574419 22574419 1344065341626 5954 385004079544
1453 55592125588169 204 203 30 50492901356 234 1017 25893 75861968724 19455603700 1344065341626 5954 385004079544
1454 55612997210798 204 203 30 50492901356 234 1018 25957 20871622629 11626468844 1349193431514 5961 386913505754
1455 55665853689145 204 203 30 57949160423 234 1019 26316 52856478347 35042750965 1364105949648 6002 389305329812
1456 55730373528120 204 203 30 63780840737 234 1020 26559 64519838975 29761071110 1375769310276 6024 391095068794
1457 55746407796704 204 203 30 63780840737 234 1021 26799 16034268584 14065998218 1386059229186 6033 391430181725
1458 55763284444374 204 203 31 63041842500 235 1021 27205 16876647670 16876647670 1402935876856 6053 392149869359
1459 55803514411080 206 203 29 63041842500 235 1022 26100 40229966706 37304338597 1340316192652 5948 381277400302
1460 55852297434692 206 203 29 63041842500 235 1023 26295 48783023612 25897306062 1348869249558 5958 381686069037
1461 55868217275733 206 203 29 63041842500 235 1024 26445 15919841041 9317829226 1355483958341 5966 382677130479
1462 55892884017769 206 203 29 63041842500 235 1025 26549 24666742036 14034487041 1363274052707 5970 383428815686
1463 55895983677462 206 203 30 55912433056 236 1025 26723 3099659693 3099659693 1366373712400 5971 383781072166
1464 55895983677462 206 204 30 55912433056 236 1025 26723 90356044937 38327701477 1366373712400 5971 383781072166
1465 55970477224289 206 204 30 55912433056 236 1026 26908 74493546827 31351534773 1376297824320 6000 385123864857
1466 55992113552420 206 204 30 55912433056 236 1027 27080 21636328131 16401322934 1385409068383 6008 385308605743
1467 56068496927038 206 204 30 56651431293 236 1028 27330 76383374618 34040693201 1398750600501 6039 387009800066
1468 56068496927038 206 205 30 56651431293 236 1028 27330 22574419 22574419 1398750600501 6039 387009800066
1469 56100015473432 206 205 30 56651431293 236 1029 27508 31518546394 19031157656 1408632818764 6050 387289025173
1470 56129537831994 209 205 27 64519838975 236 1030 26043 29522358562 13292236039 1338518636282 5914 381350826901
1471 56214327411578 209 205 27 64519838975 236 1031 26246 84789579584 32887325824 1348814669039 5942 384761907136
1472 56214327411578 209 206 27 64519838975 236 1031 26246 84789579584 31351534773 1348814669039 5942 384761907136
1473 56214327411578 209 207 27 64519838975 236 1031 26246 95419813064 30901497045 1348814669039 5942 384761907136
1474 56214327411578 209 208 27 64519838975 236 1031 26246 90357769945 30922484926 1348814669039 5942 384761907136
1475 56259879750358 209 208 27 64519838975 236 1032 26497 45552338780 34800054844 1364844649257 5975 386204502168
1476 56297294973429 209 208 27 64519838975 236 1033 26620 37415223071 15904654815 1370741325934 5981 386304446368
1477 56345422174230 209 208 27 64519838975 236 1034 26753 48127200801 15361363243 1373316187955 5990 386712687636
1478 56407255791084 209 208 27 64519838975 236 1035 26989 61833616854 37462965370 1387022604008 6020 388963713812
1479 56456999892110 209 208 27 64519838975 236 1036 27263 49744101026 32195296623 1399351481963 6047 391256859163
1480 56456999892110 209 209 27 64519838975 236 1036 27263 76383374618 34040693201 1399351481963 6047 391256859163
1481 56476064902782 209 209 27 64519838975 236 1037 27429 19065010672 16257415954 1411209420412 6050 391576767611
1482 56476064902782 212 210 24 70098554262 236 1037 25429 64519838975 16448600021 1314839953058 5896 379986627423
1483 56477824315115 212 210 25 64519838975 237 1037 25563 1759412333 1759412333 1316599365391 5899 380224902139
1484 56477824315115 212 211 25 64519838975 237 1037 25563 90357769945 30168127972 1316599365391 5899 380224902139
1485 56539250349029 212 211 25 64519838975 237 1038 25885 61426033914 35301875591 1328281298279 5922 382902029739
1486 56539250349029 212 212 25 64519838975 237 1038 25885 75861968724 31844361942 1328281298279 5922 382902029739
1487 56566775836970 212 212 25 64519838975 237 1039 26017 27525487941 16306100861 1336741775548 5930 383634705706
1488 56606554189476 212 212 25 64519838975 237 1040 26258 39778352506 24499033161 1348994640113 5949 384584000428
1489 56618919195227 212 212 26 63176727914 238 1040 26537 12365005751 12365005751 1361359645864 5954 384807381107
1490 56648320340555 212 212 26 63176727914 238 1041 26773 29401145328 21268299625 1374840950151 5971 385762107678
1491 56648320340555 212 213 26 63176727914 238 1041 26773 82474955388 23184563134 1374840950151 5971 385762107678
1492 56704882870264 212 213 26 63176727914 238 1042 26928 56562529709 24370398681 1382620456248 5992 386507392134
1493 56704882870264 212 214 26 63176727914 238 1042 26928 76383374618 21523167508 1382620456248 5992 386507392134
1494 56770252223417 212 214 26 64944596064 238 1043 27238 65369353153 48303369599 1408211456895 6010 389580589238
1495 56815145619101 214 214 24 64944596064 238 1044 25905 44893395684 27502827606 1339167079273 5859 377640275795
1496 56873589904752 214 214 24 64944596064 238 1045 26097 58444285651 33842340797 1352717969240 5888 380457217406
1497 56888702542910 214 214 25 64519838975 239 1045 26297 15112638158 15112638158 1367830607398 5893 380602162722
1498 56960521110812 214 214 25 65369353153 239 1046 26514 71818567902 37333807548 1381204889649 5922 383697134966
1499 56967844416948 214 214 26 64944596064 240 1046 26748 7323306136 7323306136 1388528195785 5923 383715584432
1500 57039772984913 214 214 26 68169203438 240 1047 26900 71928567965 29746906398 1395087410597 5944 384624922636
1501 57106700903092 214 214 26 69373243040 240 1048 27021 66927918179 26941780977 1405452799067 5964 385672065302
1502 57135226065778 215 214 25 66927918179 240 1049 25709 28525162686 21177276403 1324819967223 5814 368830413311
1503 57173371518662 215 214 25 66927918179 240 1050 25871 38145452884 22495352300 1334440257421 5826 369626895500
1504 57183191756915 215 214 25 66927918179 240 1051 25954 9820238253 8698634353 1341502188034 5827 369626951459
1505 57183973352111 215 214 26 65723878577 241 1051 25979 781595196 781595196 1342283783230 5829 369630584345
1506 57236200908088 215 214 26 65723878577 241 1052 26286 52227555977 31311424143 1356365886323 5849 374645194526
1507 57302562572572 215 214 26 66644791331 241 1053 26476 66361664484 33360337993 1370499994830 5886 380244213377
1508 57371813258532 215 214 26 68089302069 241 1054 26652 69250685960 30367674818 1378324646876 5922 382999537737
1509 57441035338978 215 214 26 69236383203 241 1055 26786 69222080446 30402519428 1385713110468 5944 383911211736
1510 57519785198551 215 214 26 69236383203 241 1056 26902 78749859573 25408241331 1392644402139 5965 384436289145
1511 57604798903101 215 214 26 69236383203 241 1057 27062 85013704550 39093712979 1405729538724 5981 385903724970
1512 57624720026642 216 214 26 68074999312 242 1057 25944 19921123541 19921123541 1349769609582 5842 376946417519
1513 57651025628876 216 214 26 68074999312 242 1058 26043 26305602234 14786557464 1356154088275 5853 377191991821
1514 57691586001370 216 214 26 68074999312 242 1059 26320 40560372494 27334245013 1370408858535 5866 379349145805
1515 57763057858981 216 214 26 69236383203 242 1060 26439 71471857611 20224498594 1375519051662 5869 379764689364
1516 57818260154651 216 214 26 69236383203 242 1061 26742 55202295670 32465314186 1390160974838 5913 382906577648
1517 57881805313738 216 214 26 69236383203 242 1062 26832 63545159087 31769027330 1398503838255 5928 383531171148
1518 57905592843895 216 214 27 69222080446 243 1062 27313 23787530157 23787530157 1422291368412 5944 383845216369
1519 57935034473999 218 214 25 69222080446 243 1063 25616 29441630104 12365005751 1328254557112 5798 372093952551
1520 57968018465145 218 214 25 69222080446 243 1064 25772 32983991146 19095430385 1340366925629 5806 372813653466
1521 57968018465145 218 215 25 69222080446 243 1064 25772 90357769945 24045014808 1340366925629 5806 372813653466
1522 58050727672458 218 215 25 69222080446 243 1065 26019 82709207313 31634028430 1351604275331 5839 375512681989
1523 58088443449121 218 215 25 69222080446 243 1066 26185 37715776663 18656086081 1359878421890 5856 377820002734
1524 58088443449121 218 216 25 69222080446 243 1066 26185 76383374618 23297737209 1359878421890 5856 377820002734
1525 58088443449121 218 217 25 69222080446 243 1066 26185 82474955388 34628661476 1359878421890 5856 377820002734
1526 58090762961269 218 217 26 68074999312 244 1066 26234 2319512148 2319512148 1362197934038 5858 377912516909
