step byteswritten deletes hits images imagesizes inserts merges pkgs realsize reqsize size upkgs usize
907 35585084163844 124 117 23 74986916774 147 644 25061 54543942903 28551416120 1333801841569 5928 374094472793
908 35585084163844 124 118 23 74986916774 147 644 25061 94658170822 36426909825 1333801841569 5928 374094472793
909 35623380139040 124 118 23 74986916774 147 645 25320 38295975196 21044680116 1342640401324 5932 376220871684
910 35674050345420 124 118 23 74986916774 147 646 25523 50670206380 29746906398 1355014632508 5956 377866036549
911 35727832261893 124 118 23 74986916774 147 647 25702 53781916473 23171047641 1358126342601 5972 378310971654
912 35751016347912 124 118 24 73355967773 148 647 26123 23184086019 23184086019 1381310428620 5997 379702304494
913 35834918614913 124 118 24 75541436747 148 648 26311 83902267001 33351079367 1390225778847 6022 380295159733
914 35928642665593 124 118 24 75541436747 148 649 26437 93724050680 32580912613 1397627825777 6050 383588855722
915 35958410994572 124 118 24 75541436747 148 650 26507 29768328979 16306100861 1404212068737 6060 384390211033
916 35958410994572 125 119 23 71725018772 148 650 25059 80188387453 34164359164 1323401349005 5923 375289990806
917 36016901955783 125 119 23 71725018772 148 651 25140 58490961211 18656086081 1327348367313 5932 375497275870
918 36083363749537 125 119 23 71725018772 148 652 25401 66461793754 32049051380 1335319199856 5958 377094751273
919 36101499376104 125 119 23 71725018772 148 653 25533 18135626567 13667521247 1344674164123 5963 377357523029
920 36121124707326 125 119 23 71725018772 148 654 25545 19625331222 3805579865 1346163868778 5964 377384673661
921 36180518547063 125 119 23 71725018772 148 655 25621 59393839737 24243342637 1351775792042 5976 378017508286
922 36224194921966 125 119 23 71725018772 148 656 25882 43676374903 26400614288 1365683837966 5989 378765615953
923 36236244875214 125 119 23 71725018772 148 657 25945 12049953248 8114568261 1369473234555 5993 379137738257
924 36303982546722 125 119 23 71725018772 148 658 26150 67737671508 30688302178 1377817066326 6030 380130924997
925 36329412280254 125 119 23 71725018772 148 659 26193 25429733532 11483179489 1383621468636 6030 380130924997
926 36388850566286 125 119 23 71725018772 148 660 26371 59438286032 34698134731 1395236186672 6047 382799265748
927 36388850566286 125 120 23 71725018772 148 660 26371 67416871932 12992575482 1395236186672 6047 382799265748
928 36388850566286 125 121 23 71725018772 148 660 26371 85817380098 23988349511 1395236186672 6047 382799265748
929 36436180018059 125 121 23 71725018772 148 661 26519 47329451773 15361363243 1398889263542 6060 383003829513
930 36443239675304 125 121 24 69731345140 149 661 26651 7059657245 7059657245 1405948920787 6062 383111625753
931 36480043274328 126 121 23 67737671508 149 662 25235 36803599024 24601646950 1318884057332 5904 370795799432
932 36566371822013 126 121 23 71725018772 149 663 25407 86328547685 44820355893 1338750811263 5937 372568917771
933 36658522284963 126 121 23 71725018772 149 664 25520 92150462950 30168127972 1346999007212 5962 374706881290
934 36707073994363 126 121 23 71725018772 149 665 25811 48551709400 26941780977 1358747117588 5988 376647370104
935 36762277660432 126 121 23 71725018772 149 666 25958 55203666069 23478391682 1366621331884 6016 377997860813
936 36763028524487 126 121 24 69731345140 150 666 25972 750864055 750864055 1367372195939 6017 377998795797
937 36763028524487 126 122 24 69731345140 150 666 25972 4871860183 4871860183 1367372195939 6017 377998795797
938 36814844820916 126 122 24 69731345140 150 667 26093 51816296429 17378705858 1370636782968 6025 378271161795
939 36878570570945 126 122 24 69731345140 150 668 26182 63725750029 20728274155 1374924246965 6032 378385951745
940 36889421936527 126 122 24 69731345140 150 669 26270 10851365582 7069333121 1378715955302 6032 378385951745
941 36900827930699 126 122 25 67737671508 151 669 26474 11405994172 11405994172 1390121949474 6032 378385951745
942 36900827930699 126 123 25 67737671508 151 669 26474 94658170822 37388937306 1390121949474 6032 378385951745
943 36923924012382 126 123 25 67737671508 151 670 26668 23096081683 18491001865 1401812036985 6042 379129479244
944 37018881886935 127 123 24 69731345140 151 671 26738 94957874553 38879875557 1406270589197 6090 380999688264
945 37018881886935 128 124 23 67737671508 151 671 25204 88105787018 21940548624 1326912734475 5912 366067659128
946 37081992089503 128 124 23 67737671508 151 672 25386 63110202568 32429584064 1338206640614 5941 368428270730
947 37081992089503 128 125 23 67737671508 151 672 25386 85817380098 23988349511 1338206640614 5941 368428270730
948 37167368350497 128 125 23 67737671508 151 673 25566 85376260994 31856443256 1343839909341 5964 369370634597
949 37200184939998 128 125 23 67737671508 151 674 25779 32816589501 20313754886 1353560417159 5964 369370634597
950 37216602390961 128 125 24 67577271720 152 674 26150 16417450963 16417450963 1369977868122 5972 369854078547
951 37257585408459 128 125 24 67577271720 152 675 26386 40983017498 18997047118 1378144296119 5992 372116931484
952 37273221445490 128 125 24 67577271720 152 676 26467 15636037031 8057986168 1381730379902 6000 372156978886
953 37348936920023 128 125 24 69731345140 152 677 26744 75715474533 34040693201 1394335651867 6050 373808732530
954 37379510330940 128 125 24 69731345140 152 678 26807 30573410917 19901952701 1409273025753 6055 382511256534
955 37455076030878 129 125 23 67737671508 152 679 25107 75565699938 24330039888 1313515322861 5862 364545259086
956 37548106680926 129 125 23 67737671508 152 680 25302 93030650048 34963993365 1321169711915 5898 365796362777
957 37548106680926 129 126 23 67737671508 152 680 25302 75715474533 34040693201 1321169711915 5898 365796362777
958 37587469992739 129 126 23 67737671508 152 681 25515 39363311813 16349827817 1329959612811 5907 367593914174
959 37588251587935 129 126 24 67577271720 153 681 25540 781595196 781595196 1330741208007 5908 367596771676
960 37588251587935 129 127 24 67577271720 153 681 25540 75715474533 24601646950 1330741208007 5908 367596771676
961 37600960838230 129 127 24 67577271720 153 682 25652 12709250295 11483179489 1341056022093 5908 367596771676
962 37647008433720 129 127 24 67577271720 153 683 25826 46047595490 20020096144 1346120600085 5922 368394734868
963 37650530831930 129 127 25 67416871932 154 683 25920 3522398210 3522398210 1349642998295 5926 368636444577
964 37650530831930 129 128 25 67416871932 154 683 25920 12709250295 2758307640 1349642998295 5926 368636444577
965 37650530831930 129 129 25 67416871932 154 683 25920 92150462950 29534031529 1349642998295 5926 368636444577
966 37654006989503 129 129 26 65571310980 155 683 25988 3476157573 3476157573 1353119155868 5927 368741475736
967 37660757051971 129 129 26 65571310980 155 684 26008 6750062468 4568116090 1356393060763 5928 368808303285
968 37763465323889 129 129 26 65571310980 155 685 26181 102708271918 45158938597 1370995545663 5965 372819669823
969 37763465323889 129 130 26 65571310980 155 685 26181 94658170822 36426909825 1370995545663 5965 372819669823
970 37817820642011 129 130 26 65571310980 155 686 26479 54355318122 30186832913 1385987551972 5982 373794057976
971 37883690458382 129 130 26 66643344151 155 687 26784 65869816371 31844361942 1397502050221 6012 375995784570
972 37951346144635 129 130 26 67536279092 155 688 27019 67655686253 30687263945 1409954070405 6040 376873246189
973 38003726511191 131 130 24 67536279092 155 689 25463 52380366556 24746666555 1322561929599 5896 367010439392
974 38003726511191 131 131 24 67536279092 155 689 25463 75565699938 22491770755 1322561929599 5896 367010439392
975 38076888668960 131 131 24 67696678880 155 690 25579 73162157769 24282383394 1329854270997 5911 369807768282
976 38152516070116 131 131 24 70449914638 155 691 25739 75627401156 39093712979 1341755922124 5938 371541867566
977 38176488458036 131 131 24 70449914638 155 692 26031 23972387920 21205970367 1354876944462 5949 371854578544
978 38189899146253 131 131 24 70449914638 155 693 26036 13410688217 3587242593 1355578382384 5949 371854578544
979 38197693820557 131 131 25 67737671508 156 693 26171 7794674304 7794674304 1363373056688 5950 371941230609
980 38217445594473 131 131 26 67696678880 157 693 26598 19751773916 19751773916 1383124830604 5969 373104478941
981 38220164829125 131 131 27 67655686253 158 693 26676 2719234652 2719234652 1385844065256 5969 373104478941
982 38257513920045 131 131 27 67655686253 158 694 26979 37349090920 30866290083 1403441382260 5985 373912103212
983 38308974962225 132 131 26 67536279092 158 695 25751 51461042180 33842340797 1337364946067 5891 368673506379
984 38341417554162 132 131 26 67536279092 158 696 25844 32442591937 16563032529 1345835150084 5898 369022707930
985 38382677062823 132 131 26 67536279092 158 697 26047 41259508661 24464650199 1354652066808 5915 370153858088
986 38389884135046 132 131 27 67416871932 159 697 26256 7207072223 7207072223 1361859139031 5917 370259188875
987 38419476494715 132 131 27 67416871932 159 698 26495 29592359669 19216564801 1375034047737 5923 370592720634
988 38463449225290 132 131 27 67416871932 159 699 26827 43972730575 29761071110 1389414418643 5946 372336971398
989 38531188114725 132 131 27 67655686253 159 700 26966 67738889435 42909045299 1413180577503 5962 373116965598
990 38531188114725 133 132 26 67536279092 159 700 25549 52380366556 20020096144 1345442905995 5850 366978594549
991 38531188114725 133 133 26 67536279092 159 700 25549 102708271918 37049152127 1345442905995 5850 366978594549
992 38557838577497 133 133 26 67536279092 159 701 25699 26650462772 18850089670 1358682680550 5850 366978594549
993 38594287547559 133 133 26 67536279092 159 702 25905 36448970062 21823201602 1368481187840 5861 368050719757
994 38645369772089 133 133 26 67536279092 159 703 26120 51082224530 24342965713 1378303903709 5882 368468838187
995 38686989284764 133 133 26 67536279092 159 704 26191 41619512675 15470136655 1383474446322 5892 368970134981
996 38754588587594 133 133 26 67627494541 159 705 26374 67599302830 35302499432 1398693382596 5913 372349747046
997 38761378489701 133 133 27 67599302830 160 705 26522 6789902107 6789902107 1405483284703 5918 372715130678
998 38847488154891 134 133 26 67627494541 160 706 25236 86109665190 37226525877 1351013920192 5820 368632715237
999 38859111528287 134 133 26 67627494541 160 707 25323 11623373396 6360556503 1355847391481 5823 369254493273
1000 38913642432420 134 133 26 67627494541 160 708 25618 54530904133 30402519428 1368758782939 5852 371594128414
1001 38991262812402 134 133 26 67627494541 160 709 25832 77620379982 28719331854 1378640273486 5875 373598556933
1002 38991262812402 134 134 26 67627494541 160 709 25832 92150462950 34264710100 1378640273486 5875 373598556933
1003 39003058755570 134 134 26 67627494541 160 710 25900 11795943168 8114568261 1382641542350 5875 373598556933
1004 39021376026284 134 134 27 67599302830 161 710 26251 18317270714 18317270714 1400958813064 5886 373954087035
1005 39046808167286 135 134 26 61065103481 161 711 24777 25432141002 14570726420 1321745135667 5734 365415568533
1006 39046808167286 135 135 26 61065103481 161 711 24777 51461042180 30866290083 1321745135667 5734 365415568533
1007 39137326766762 135 135 26 61065103481 161 712 25019 90518599476 35301875591 1334643355161 5761 366337947754
1008 39167291829797 135 135 26 61065103481 161 713 25112 29965063035 14786557464 1339176277194 5772 366561755083
1009 39215850439378 135 135 26 61065103481 161 714 25404 48558609581 38327701477 1357769823740 5800 368544174594
1010 39229916437596 135 135 27 54530904133 162 714 25762 14065998218 14065998218 1371835821958 5810 368856762021
1011 39235738120396 135 135 28 52995973156 163 714 25926 5821682800 5821682800 1377657504758 5813 369018634767
1012 39245484239741 135 135 28 52995973156 163 715 25997 9746119345 5032823071 1380653561635 5816 369034478463
1013 39310839348400 135 135 28 59943006396 163 716 26225 65355108659 43396739010 1397450060713 5838 370141166689
1014 39341142174902 135 135 28 59943006396 163 717 26491 30302826502 29119635119 1421931204415 5853 373103354321
1015 39341142174902 138 136 25 65355108659 163 717 24680 92150462950 27706111096 1321350605624 5674 358991322998
1016 39341142174902 138 137 25 65355108659 163 717 24680 102708271918 30848411027 1321350605624 5674 358991322998
1017 39347398474568 138 137 26 59943006396 164 717 24768 6256299666 6256299666 1327606905290 5676 359307507272
1018 39369705594785 138 137 26 59943006396 164 718 24875 22307120217 16866613269 1338118082339 5689 359658379015
1019 39431728321132 138 137 26 63688917503 164 719 25135 62022726347 28270576826 1345609904553 5717 360679480200
1020 39486705406745 138 137 26 63688917503 164 720 25196 54977085613 19031157656 1349125947986 5733 361317264966
1021 39549731158130 138 137 26 64190430022 164 721 25459 63025751385 34870874426 1361069474841 5759 365160083287
1022 39620016528618 138 137 26 66477205744 164 722 25729 70285370488 27667576467 1369332118982 5779 367943931659
1023 39620016528618 138 138 26 66477205744 164 722 25729 85817380098 33129740900 1369332118982 5779 367943931659
1024 39665691550285 138 138 26 66477205744 164 723 26005 45675021667 30632698575 1384704314147 5797 371180676204
1025 39729330998845 138 138 26 66477205744 164 724 26378 63639448560 37333807548 1402668741040 5829 374023655948
1026 39799730066267 139 138 25 67599302830 164 725 24867 70399067422 19483879152 1316397709854 5683 359163175550
1027 39904846511293 139 138 25 67599302830 164 726 25031 105116445026 41782963210 1330995555404 5711 361414776436
1028 39979613476025 139 138 25 67655686253 164 727 25180 74766964732 26600750182 1338163217306 5731 362035538996
1029 40049628038251 139 138 25 70014562226 164 728 25327 70014562226 18815760901 1342822670873 5751 362887296257
1030 40122387668288 139 138 25 70285370488 164 729 25483 72759630037 34800054844 1352556549525 5791 364631849325
1031 40122387668288 139 139 25 70285370488 164 729 25483 781595196 781595196 1352556549525 5791 364631849325
1032 40195637723910 139 139 25 70399067422 164 730 25557 73250055622 21753538252 1355792042921 5812 365434718030
